duration,packet_size,failed_logins,request_rate,Attack_Label
249,247,5,466,1
732,1146,2,228,0
334,281,7,155,1
916,707,9,48,1
150,810,1,183,0
405,1241,2,7,0
800,814,0,409,1
283,94,4,288,0
194,53,10,365,1
465,23,9,383,1
759,626,2,378,1
1000,241,4,421,1
377,211,8,10,1
962,189,9,349,1
208,363,6,218,1
215,980,4,150,0
995,1055,4,493,1
507,1229,4,365,1
771,774,8,63,1
573,987,2,304,1
75,1297,9,354,1
949,211,5,116,0
723,280,1,172,0
106,88,6,111,1
82,879,1,133,0
417,1462,6,130,1
744,149,6,32,1
713,545,4,230,0
16,1146,5,404,1
952,1349,9,128,1
376,1027,0,372,1
228,1411,10,149,1
227,409,10,387,1
798,929,0,301,1
627,785,8,393,1
683,1340,10,97,1
252,1308,1,158,0
887,255,9,100,1
287,1296,1,65,0
868,1062,0,126,0
287,1295,1,489,1
636,1138,2,54,0
624,316,4,471,1
227,873,3,94,0
912,1252,1,471,1
712,1132,2,82,0
675,916,1,185,0
925,928,5,192,0
164,904,2,310,1
927,859,7,281,1
999,665,6,60,1
191,1367,0,215,0
130,1338,10,169,1
86,1439,3,476,1
313,247,8,423,1
447,723,8,204,1
18,1041,10,53,1
302,326,9,392,1
612,36,9,347,1
570,766,9,27,1
220,140,7,250,1
440,612,9,312,1
955,1479,9,437,1
239,1161,3,210,0
313,257,6,286,1
924,1292,0,159,0
963,580,4,276,0
482,1250,0,384,1
791,1345,3,147,0
817,820,5,280,0
368,534,6,370,1
53,878,1,270,0
112,1154,8,495,1
509,281,2,63,0
393,867,1,12,0
310,1390,6,449,1
896,579,1,29,0
931,835,6,85,1
310,429,7,133,1
787,1312,4,113,0
710,916,3,452,1
690,856,7,490,1
209,401,6,293,1
39,470,4,268,0
609,1050,6,41,1
982,1340,10,202,1
501,984,10,85,1
590,1082,10,371,1
603,1118,3,125,0
444,888,5,233,0
382,1194,2,93,0
631,458,2,312,1
26,1076,2,401,1
692,956,0,143,0
646,45,6,254,1
90,1214,5,337,1
21,470,0,420,1
359,664,4,342,1
662,1119,0,50,0
998,1194,9,391,1
555,594,2,274,0
559,761,5,298,0
282,923,6,76,1
61,1359,9,413,1
809,958,3,29,0
522,395,7,91,1
293,141,7,297,1
888,865,8,190,1
429,835,9,163,1
478,56,0,256,0
441,1000,4,475,1
924,1443,1,84,0
338,889,1,387,1
164,1427,8,215,1
560,416,4,212,0
254,286,8,34,1
251,725,6,113,1
110,1364,5,33,0
538,394,3,433,1
825,515,1,287,0
62,753,4,121,0
909,511,4,264,0
916,1189,0,403,1
268,769,0,454,1
670,880,9,199,1
801,1028,1,26,0
662,1012,10,225,1
670,916,9,24,1
825,1450,7,187,1
275,47,1,46,0
287,1031,8,69,1
574,309,5,153,0
884,922,4,145,0
36,1027,10,261,1
645,816,1,457,1
592,1479,8,274,1
544,1173,2,112,0
632,420,2,6,0
414,921,4,39,0
49,867,8,232,1
119,787,7,205,1
170,1336,8,427,1
25,48,8,365,1
442,62,4,205,0
119,1093,5,301,1
491,400,10,357,1
567,1318,8,72,1
426,235,1,28,0
202,39,1,414,1
166,1164,1,317,1
125,1350,7,57,1
305,1261,3,127,0
272,311,8,94,1
151,547,9,488,1
836,131,4,126,0
442,119,9,13,1
163,1222,8,500,1
61,429,5,1,0
318,1092,1,103,0
263,1302,2,144,0
990,302,5,105,0
850,1332,7,398,1
161,822,10,438,1
960,251,7,417,1
434,1403,0,459,1
589,732,8,183,1
400,460,3,51,0
765,321,9,78,1
505,328,5,279,0
762,712,5,316,1
122,499,4,161,0
836,1177,4,189,0
477,643,0,453,1
906,179,5,90,0
282,405,10,447,1
41,1419,10,391,1
7,1428,0,499,1
348,1210,7,475,1
188,1342,1,332,1
204,556,1,401,1
122,1375,1,323,1
377,498,2,365,1
519,852,10,165,1
693,1108,0,452,1
159,1197,8,10,1
414,959,6,156,1
739,1044,4,50,0
511,1243,10,282,1
953,96,9,17,1
317,88,4,149,0
499,373,1,255,0
425,699,1,464,1
231,251,8,203,1
749,1322,6,219,1
173,195,8,197,1
346,514,1,193,0
903,666,4,136,0
282,798,1,82,0
286,212,0,281,0
316,811,10,449,1
191,615,10,273,1
655,1374,3,152,0
929,607,10,209,1
959,1289,8,38,1
813,1480,7,42,1
986,800,2,432,1
581,456,6,491,1
994,259,7,319,1
537,321,5,443,1
274,28,5,402,1
648,688,2,113,0
3,684,5,491,1
437,442,7,143,1
524,81,5,96,0
188,1489,2,81,0
533,527,5,317,1
710,883,6,56,1
430,238,10,488,1
462,1048,1,147,0
34,296,4,471,1
381,1409,7,17,1
119,365,0,374,1
323,397,2,41,0
646,1477,3,344,1
419,783,2,64,0
731,1454,7,457,1
455,755,7,277,1
334,1066,4,401,1
943,721,10,382,1
532,986,7,200,1
197,380,0,69,0
469,1098,3,101,0
220,629,3,1,0
185,629,3,266,0
241,1330,4,127,0
264,1144,5,445,1
993,182,5,20,0
4,385,1,418,1
590,889,4,462,1
192,868,10,491,1
775,1316,3,95,0
60,642,8,84,1
220,420,10,209,1
573,1006,10,400,1
269,1240,10,451,1
888,894,3,142,0
68,872,8,14,1
67,334,5,49,0
602,248,7,16,1
416,627,1,34,0
911,1220,4,488,1
597,347,5,311,1
577,377,3,44,0
684,734,9,313,1
975,717,10,256,1
36,1359,3,478,1
407,938,3,62,0
677,418,6,477,1
940,1392,0,402,1
675,925,3,205,0
514,1003,4,160,0
203,405,0,441,1
393,715,2,158,0
209,985,9,186,1
948,707,3,7,0
322,1374,2,159,0
959,1309,8,381,1
365,1026,1,490,1
651,996,1,53,0
246,1076,9,185,1
195,1228,9,438,1
948,473,9,140,1
953,1431,10,99,1
827,422,3,478,1
267,710,5,423,1
964,873,5,19,0
482,1492,0,483,1
635,1301,0,77,0
350,200,10,159,1
961,163,2,118,0
497,1425,3,43,0
315,1492,7,407,1
345,762,9,85,1
524,215,10,296,1
981,709,0,471,1
807,75,2,157,0
200,459,9,320,1
299,928,1,237,0
270,108,0,401,1
671,680,1,5,0
135,512,10,465,1
982,42,2,478,1
780,846,9,97,1
865,580,4,137,0
727,1250,10,178,1
977,175,8,250,1
912,1144,5,330,1
492,1388,0,359,1
877,482,1,379,1
5,606,7,213,1
611,782,0,307,1
292,1385,1,205,0
337,503,2,187,0
734,891,6,86,1
79,140,3,269,0
507,1088,6,133,1
905,76,2,80,0
670,1215,5,347,1
748,1292,8,439,1
966,826,0,56,0
362,1059,6,396,1
906,802,3,314,1
597,23,7,315,1
501,218,8,320,1
10,150,5,31,0
909,452,6,183,1
74,853,0,115,0
998,309,6,391,1
41,1036,5,227,0
107,919,5,335,1
320,1345,10,398,1
943,538,8,492,1
983,179,8,343,1
946,1155,8,41,1
462,381,5,122,0
321,1170,4,468,1
817,805,10,96,1
191,371,0,37,0
344,1174,10,215,1
36,739,0,273,0
262,1181,9,481,1
592,92,6,319,1
593,1317,3,11,0
439,1479,0,164,0
412,893,4,101,0
882,1017,8,351,1
714,1084,1,261,0
971,424,6,284,1
987,58,5,274,0
80,114,6,372,1
788,154,6,333,1
764,345,7,88,1
572,928,3,61,0
670,896,2,92,0
558,1106,4,269,0
772,1150,4,494,1
888,253,3,296,0
999,83,10,28,1
831,1150,0,129,0
226,560,7,428,1
875,48,8,391,1
141,1159,0,212,0
34,1453,9,380,1
634,1111,6,21,1
798,148,6,6,1
348,899,8,456,1
917,140,5,153,0
403,857,5,359,1
74,1361,10,456,1
276,1413,2,305,1
537,613,6,122,1
59,842,1,21,0
269,908,9,495,1
181,1327,1,403,1
257,772,10,420,1
476,539,4,7,0
768,865,1,353,1
663,821,1,247,0
921,693,0,5,0
387,658,3,378,1
784,1286,2,345,1
987,1346,2,283,0
867,1093,9,198,1
952,1371,2,328,1
575,400,10,491,1
982,140,5,423,1
644,162,2,377,1
380,1077,0,225,0
425,151,7,299,1
841,760,10,303,1
471,422,8,204,1
284,778,6,59,1
271,213,6,247,1
149,1370,4,102,0
271,1219,2,19,0
608,521,7,182,1
377,1148,8,462,1
707,1411,5,218,0
501,551,8,275,1
348,100,0,180,0
343,1116,8,39,1
383,1356,8,38,1
687,938,10,264,1
429,141,7,267,1
383,71,6,462,1
831,1029,3,490,1
693,714,0,216,0
712,1312,0,480,1
119,434,8,65,1
44,286,8,129,1
897,417,1,417,1
663,1262,4,259,0
939,317,10,310,1
690,1409,6,269,1
275,1037,6,403,1
686,625,7,181,1
699,1157,10,96,1
350,1173,5,295,0
149,1423,8,72,1
294,1146,3,476,1
918,1113,1,18,0
289,1024,9,215,1
965,591,5,428,1
417,139,9,295,1
559,363,1,237,0
369,336,10,410,1
637,826,7,54,1
556,92,3,452,1
586,474,10,136,1
900,982,8,473,1
379,249,1,313,1
622,730,8,489,1
347,103,3,13,0
462,418,1,392,1
825,481,9,359,1
939,888,1,162,0
287,996,9,298,1
557,625,10,204,1
442,1316,5,69,0
989,207,4,400,1
618,313,5,433,1
389,1491,6,82,1
446,654,3,217,0
876,1126,1,340,1
164,837,2,148,0
635,954,2,388,1
841,674,4,88,0
206,997,0,209,0
927,195,0,479,1
605,1437,1,94,0
813,916,10,199,1
570,602,2,151,0
107,386,2,322,1
825,1443,10,269,1
640,313,10,265,1
648,1247,6,215,1
373,1038,6,104,1
652,1373,7,106,1
253,1230,0,440,1
240,1320,2,256,0
13,443,5,103,0
791,174,4,265,0
867,669,4,267,0
837,853,5,226,0
771,1359,4,366,1
564,1417,9,111,1
731,211,6,335,1
568,1088,5,136,0
186,803,5,222,0
484,1400,2,112,0
966,644,4,477,1
70,636,0,421,1
15,865,0,145,0
111,1275,4,138,0
379,840,9,433,1
565,1376,4,228,0
968,960,7,410,1
490,136,7,10,1
316,972,6,102,1
40,980,0,32,0
357,381,4,127,0
214,1425,2,50,0
513,444,6,329,1
920,771,10,2,1
458,956,8,198,1
46,1072,6,496,1
682,628,8,12,1
279,171,5,136,0
338,915,2,174,0
537,1309,8,413,1
515,1093,3,28,0
577,1308,9,456,1
709,1398,1,496,1
840,334,0,458,1
920,1063,4,233,0
487,1390,3,487,1
680,1331,4,392,1
941,254,5,59,0
289,155,2,83,0
797,490,4,230,0
590,978,3,214,0
724,476,4,152,0
651,789,0,212,0
688,1357,6,73,1
83,1275,10,44,1
117,525,4,216,0
248,109,7,180,1
525,1323,10,420,1
72,48,7,306,1
895,689,9,20,1
694,144,1,228,0
68,1073,5,487,1
323,498,4,166,0
977,1262,0,198,0
973,1234,2,268,0
701,623,8,80,1
54,629,8,222,1
622,56,6,138,1
894,435,8,417,1
415,1155,4,194,0
463,1445,3,440,1
633,114,5,498,1
572,563,4,148,0
492,1386,8,360,1
95,1111,5,410,1
795,786,3,444,1
188,22,0,145,0
463,277,6,72,1
909,485,1,412,1
251,486,2,97,0
823,882,6,410,1
687,1112,5,367,1
863,469,7,342,1
699,1456,8,277,1
528,538,8,345,1
413,161,9,321,1
315,391,7,166,1
983,566,1,462,1
554,426,8,75,1
704,1222,10,17,1
776,865,4,448,1
621,766,2,412,1
382,286,4,104,0
558,1011,0,370,1
645,399,3,2,0
542,570,10,487,1
961,756,9,483,1
434,1015,6,201,1
463,1347,10,461,1
268,1097,4,63,0
992,676,8,485,1
718,1181,6,12,1
977,953,8,316,1
949,1355,8,62,1
555,639,2,92,0
493,656,1,19,0
269,1442,1,310,1
190,608,2,384,1
210,648,6,373,1
319,988,10,57,1
321,767,6,60,1
500,530,0,390,1
235,892,8,35,1
521,843,2,14,0
8,1488,10,286,1
742,1096,2,107,0
46,686,5,36,0
118,330,9,54,1
112,1082,5,401,1
238,1233,7,376,1
882,1480,10,203,1
514,1321,6,63,1
997,553,4,39,0
533,428,4,481,1
501,247,9,28,1
54,478,7,54,1
10,1185,2,7,0
953,664,4,88,0
685,1296,0,479,1
543,384,7,491,1
839,289,10,160,1
164,1291,10,373,1
647,1224,2,374,1
492,1160,7,254,1
530,504,4,96,0
851,186,6,42,1
18,1085,7,420,1
331,879,0,418,1
16,945,6,262,1
789,370,8,365,1
843,632,2,259,0
59,685,7,497,1
512,457,8,253,1
696,118,4,15,0
310,636,0,133,0
269,595,10,123,1
254,89,2,39,0
366,996,6,445,1
326,714,10,132,1
941,210,5,477,1
209,1305,4,237,0
335,303,3,206,0
663,1177,6,446,1
320,1058,5,281,0
481,1424,0,284,0
100,1254,0,280,0
27,760,9,345,1
176,1209,2,195,0
477,1132,1,234,0
211,849,3,352,1
146,1351,9,444,1
473,647,5,324,1
937,1102,9,117,1
159,254,9,311,1
181,326,1,385,1
223,1246,8,400,1
247,634,1,239,0
894,465,5,110,0
477,315,2,133,0
598,1289,9,408,1
382,1237,6,478,1
830,646,9,141,1
373,442,8,141,1
826,78,6,252,1
96,121,1,79,0
807,195,7,25,1
136,1146,7,193,1
677,152,10,307,1
920,78,7,29,1
40,802,6,424,1
738,1066,1,43,0
398,105,4,169,0
187,820,6,342,1
892,1446,1,440,1
101,228,9,292,1
122,421,9,344,1
321,535,3,212,0
445,408,0,240,0
565,909,2,80,0
104,100,2,481,1
358,376,6,329,1
522,477,0,67,0
494,896,1,300,0
183,468,2,454,1
585,654,3,344,1
586,142,10,440,1
183,995,3,252,0
832,870,2,381,1
80,1283,4,236,0
734,557,1,119,0
372,1310,9,491,1
961,267,6,205,1
948,1184,3,221,0
95,483,8,29,1
440,645,4,8,0
938,840,0,380,1
370,148,10,258,1
914,1474,0,290,0
877,1392,7,271,1
988,1248,10,108,1
199,178,7,318,1
603,393,3,408,1
4,1440,7,213,1
871,429,7,299,1
899,41,0,461,1
820,975,9,205,1
117,724,6,480,1
306,727,8,480,1
747,555,6,233,1
577,505,3,345,1
951,203,10,443,1
95,1196,6,378,1
104,1088,2,275,0
40,739,6,167,1
338,214,7,13,1
639,674,10,350,1
327,612,9,477,1
697,831,1,422,1
1000,909,5,497,1
728,813,9,12,1
557,815,3,216,0
111,506,2,273,0
882,839,3,306,1
535,1148,8,483,1
386,870,7,290,1
537,1022,4,206,0
632,1411,8,335,1
771,1369,5,423,1
603,1344,1,24,0
12,79,1,398,1
143,1302,9,36,1
55,1435,10,70,1
51,248,0,362,1
824,1289,10,409,1
241,135,6,333,1
377,823,10,379,1
996,577,10,393,1
413,251,7,412,1
290,449,10,244,1
366,164,4,352,1
837,760,2,190,0
110,256,9,157,1
549,1209,2,365,1
516,1202,10,33,1
149,859,5,212,0
341,830,4,117,0
500,1017,7,373,1
692,115,2,255,0
158,370,1,353,1
229,1281,1,361,1
882,1291,9,161,1
757,162,1,258,0
162,557,0,269,0
746,585,8,226,1
784,288,2,146,0
699,812,2,361,1
493,1098,5,231,0
312,20,7,306,1
881,1075,6,324,1
919,511,9,261,1
984,982,4,94,0
395,1045,10,460,1
754,106,6,197,1
273,1397,8,171,1
44,1373,8,266,1
883,884,10,228,1
471,727,0,428,1
559,862,9,88,1
677,821,9,493,1
320,424,1,351,1
793,482,2,417,1
390,421,3,404,1
307,833,6,32,1
854,445,1,443,1
359,214,1,189,0
740,1192,7,104,1
880,911,6,367,1
362,1382,10,145,1
86,88,5,329,1
750,665,8,157,1
49,335,4,100,0
597,125,4,64,0
484,652,2,390,1
876,543,10,154,1
282,756,10,161,1
221,363,6,216,1
965,1435,3,105,0
212,457,0,439,1
244,1009,6,258,1
134,105,0,252,0
193,648,4,439,1
232,169,9,342,1
756,763,6,29,1
346,325,6,249,1
923,1403,0,112,0
56,1140,6,436,1
505,1080,10,163,1
710,413,0,298,0
50,1081,1,49,0
524,888,0,446,1
341,506,8,138,1
109,1224,5,244,0
759,1050,2,396,1
671,1273,0,466,1
578,363,6,51,1
302,580,6,260,1
897,912,8,156,1
854,1082,6,213,1
675,66,2,244,0
179,532,0,467,1
305,114,5,49,0
385,1015,9,269,1
194,459,3,92,0
876,887,0,66,0
177,925,5,418,1
783,1267,9,97,1
4,1027,4,174,0
981,131,7,486,1
948,860,3,414,1
391,148,9,253,1
580,1005,5,192,0
938,887,6,159,1
193,529,5,291,0
987,734,9,180,1
583,1385,7,33,1
467,720,10,500,1
66,647,3,336,1
348,571,2,270,0
760,1158,9,145,1
959,1352,10,249,1
975,265,10,323,1
453,1231,7,123,1
54,850,1,394,1
358,1285,3,278,0
854,970,7,131,1
134,1021,6,152,1
615,206,1,330,1
663,1351,4,439,1
983,810,2,333,1
656,626,7,146,1
878,387,3,133,0
47,547,8,260,1
875,904,9,263,1
743,141,3,118,0
388,311,7,264,1
134,1496,0,456,1
462,1018,7,491,1
813,927,2,353,1
297,243,2,431,1
121,163,1,317,1
832,890,8,471,1
177,950,4,346,1
162,907,3,327,1
337,652,0,257,0
318,247,9,129,1
749,1480,10,482,1
788,446,8,322,1
695,1253,6,273,1
888,1027,10,392,1
82,1463,3,312,1
426,724,8,73,1
227,828,3,241,0
125,1316,0,451,1
724,861,2,23,0
172,1412,1,289,0
95,36,7,417,1
931,263,5,9,0
644,74,9,161,1
352,996,8,243,1
948,1084,0,195,0
170,365,3,234,0
748,734,7,452,1
337,160,9,138,1
438,928,7,205,1
818,308,9,123,1
403,464,7,445,1
276,870,2,21,0
1,1281,9,273,1
612,1350,6,242,1
609,342,3,99,0
551,1457,9,370,1
706,1089,6,358,1
251,910,3,46,0
170,429,2,124,0
817,755,1,164,0
535,401,3,204,0
627,1403,2,130,0
853,1434,5,430,1
592,648,10,408,1
957,205,0,240,0
348,582,5,497,1
767,855,4,483,1
527,421,2,182,0
585,973,5,173,0
458,1251,9,146,1
46,717,1,2,0
921,1300,2,378,1
12,459,3,43,0
74,1152,6,187,1
894,800,10,94,1
163,40,5,454,1
678,1115,2,114,0
926,1448,9,401,1
857,54,9,187,1
332,761,10,308,1
943,1317,5,395,1
863,708,8,425,1
981,936,6,45,1
375,721,10,469,1
306,290,0,75,0
793,614,3,367,1
591,1057,0,476,1
115,898,2,451,1
845,181,0,407,1
537,759,0,372,1
914,321,2,466,1
884,135,6,354,1
728,994,9,342,1
481,1312,0,42,0
424,909,7,176,1
961,578,6,302,1
921,457,3,349,1
478,1227,9,417,1
106,1083,5,411,1
229,1284,7,37,1
259,497,1,433,1
547,1182,1,382,1
658,1414,5,3,0
604,550,8,386,1
338,1301,4,165,0
217,1068,7,300,1
32,554,0,465,1
201,99,5,188,0
188,509,3,403,1
391,1166,1,399,1
226,1123,0,15,0
953,1411,2,346,1
854,274,7,411,1
324,1049,3,302,1
233,1257,5,98,0
843,359,0,223,0
661,883,7,412,1
604,720,1,87,0
320,1302,0,427,1
202,871,6,156,1
993,640,2,473,1
744,394,2,370,1
172,654,5,368,1
95,27,10,458,1
925,885,7,477,1
850,1074,1,217,0
92,1261,0,56,0
920,726,0,80,0
345,160,8,94,1
563,771,7,176,1
429,264,3,313,1
388,613,1,192,0
628,1133,8,224,1
987,1220,6,245,1
454,824,4,141,0
792,458,6,89,1
93,635,9,442,1
154,1111,7,52,1
42,319,10,476,1
661,570,1,183,0
430,368,1,180,0
801,1306,1,184,0
623,103,10,498,1
934,156,8,217,1
898,1271,7,281,1
995,401,6,32,1
818,936,1,9,0
541,266,4,326,1
183,1211,8,375,1
521,136,8,325,1
258,818,7,154,1
709,604,10,379,1
169,685,0,420,1
475,548,5,461,1
868,1318,10,238,1
679,1252,9,162,1
167,1389,0,102,0
834,1115,6,461,1
940,1071,10,94,1
11,179,4,215,0
301,820,0,375,1
588,284,7,315,1
963,651,3,199,0
775,777,5,208,0
91,1241,6,427,1
42,1232,9,273,1
813,846,6,112,1
647,258,5,433,1
549,1297,0,163,0
641,796,7,454,1
48,355,10,79,1
128,1087,7,135,1
295,784,0,160,0
203,1260,5,141,0
743,211,10,342,1
136,212,5,312,1
215,1475,8,379,1
482,564,0,108,0
